Rodzaj_obiektu,Miesiac,Turyści_Ogółem,Turyści_Zagraniczni,Rok,Turyści_Krajowi
"Pensjonaty 
Boarding house",XII,34217.0,0.0,2023,34217.0
"Inne obiekty hotelowe 
Other hotel establishments",XII,184309.0,38047.0,2023,146262.0
"Pozostałe obiekty noclegowe
Other establishments ",XII,354115.0,0.0,2023,354115.0
"Domy wycieczkowe 
Excursion hostels",XII,1891.0,258.0,2023,1633.0
"Schroniska 
Shelters",XII,10323.0,201.0,2023,10122.0
"Schroniska młodzieżowe 
Youth shelters",XII,4022.0,719.0,2023,3303.0
"Szkolne schroniska młodzieżowe
School youth shelters",XII,10422.0,0.0,2023,10422.0
"Ośrodki wczasowe 
Holiday centres",XII,64606.0,5434.0,2023,59172.0
"Ośrodki kolonijne 
Holiday youth centres",XII,643.0,10.0,2023,633.0
"Ośrodki szkoleniowo-wypoczynkowe 
Training-recreational centres",XII,42879.0,2969.0,2023,39910.0
"Domy pracy twórczej 
Creative arts centres",XII,2007.0,43.0,2023,1964.0
"Zespoły domków turystycznych 
Complexes of tourist cottages",XII,11198.0,0.0,2023,11198.0
"Kempingi 
Camping sites",XII,1406.0,156.0,2023,1250.0
"Pola biwakowe  
Tent camp sites",XII,284.0,0.0,2023,284.0
"Hostele 
Hostels",XII,54902.0,20375.0,2023,34527.0
"Zakłady uzdrowiskowe 
Health establishments",XII,54518.0,1656.0,2023,52862.0
"Pokoje gościnne 
Rooms for guests",XII,55056.0,7821.0,2023,47235.0
"Kwatery agroturystyczne 
Agrotourism lodgings",XII,5283.0,337.0,2023,4946.0
"Pozostałe niesklasyfikowane 
Other not classified",XII,34675.0,5105.0,2023,29570.0
O G Ó Ł E M                       2020           ,I,2291506.0,0.0,2021,2291506.0
T O T A L                            2021         ,I,213149.0,0.0,2021,213149.0
"Obiekty hotelowe 
Hotels and similar establishments",I,172728.0,20183.0,2021,152545.0
"Hotele 
Hotels",I,142500.0,18180.0,2021,124320.0
"Motele  
Motels",I,3161.0,0.0,2021,3161.0
"Pensjonaty 
Boarding house",I,3246.0,0.0,2021,3246.0
"Inne obiekty hotelowe 
Other hotel establishments",I,23821.0,1710.0,2021,22111.0
"Pozostałe obiekty noclegowe
Other establishments ",I,40421.0,0.0,2021,40421.0
"Domy wycieczkowe 
Excursion hostels",I,1496.0,5.0,2021,1491.0
"Schroniska 
Shelters",I,500.0,4.0,2021,496.0
"Schroniska młodzieżowe 
Youth shelters",I,291.0,29.0,2021,262.0
"Szkolne schroniska młodzieżowe
School youth shelters",I,1857.0,0.0,2021,1857.0
"Ośrodki wczasowe 
Holiday centres",I,3803.0,207.0,2021,3596.0
"Ośrodki kolonijne 
Holiday youth centres",I,336.0,4.0,2021,332.0
"Ośrodki szkoleniowo-wypoczynkowe 
Training-recreational centres",I,4115.0,425.0,2021,3690.0
"Domy pracy twórczej 
Creative arts centres",I,51.0,25.0,2021,26.0
"Zespoły domków turystycznych 
Complexes of tourist cottages",I,707.0,0.0,2021,707.0
"Kempingi 
Camping sites",I,329.0,0.0,2021,329.0
"Pola biwakowe  
Tent camp sites",I,0.0,0.0,2021,0.0
"Hostele 
Hostels",I,10002.0,2675.0,2021,7327.0
"Zakłady uzdrowiskowe 
Health establishments",I,2057.0,22.0,2021,2035.0
"Pokoje gościnne 
Rooms for guests",I,7216.0,318.0,2021,6898.0
"Kwatery agroturystyczne 
Agrotourism lodgings",I,1513.0,106.0,2021,1407.0
"Pozostałe niesklasyfikowane 
Other not classified",I,6148.0,595.0,2021,5553.0
O G Ó Ł E M                       2020           ,II,2378371.0,0.0,2021,2378371.0
T O T A L                            2021         ,II,697443.0,0.0,2021,697443.0
"Obiekty hotelowe 
Hotels and similar establishments",II,587560.0,40548.0,2021,547012.0
"Hotele 
Hotels",II,512366.0,37397.0,2021,474969.0
"Motele  
Motels",II,5223.0,0.0,2021,5223.0
"Pensjonaty 
Boarding house",II,13391.0,0.0,2021,13391.0
"Inne obiekty hotelowe 
Other hotel establishments",II,56580.0,2530.0,2021,54050.0
"Pozostałe obiekty noclegowe
Other establishments ",II,109883.0,0.0,2021,109883.0
"Domy wycieczkowe 
Excursion hostels",II,1909.0,422.0,2021,1487.0
"Schroniska 
Shelters",II,4374.0,29.0,2021,4345.0
"Schroniska młodzieżowe 
Youth shelters",II,914.0,45.0,2021,869.0
"Szkolne schroniska młodzieżowe
School youth shelters",II,2901.0,0.0,2021,2901.0
"Ośrodki wczasowe 
Holiday centres",II,23956.0,125.0,2021,23831.0
"Ośrodki kolonijne 
Holiday youth centres",II,27.0,7.0,2021,20.0
"Ośrodki szkoleniowo-wypoczynkowe 
Training-recreational centres",II,17572.0,384.0,2021,17188.0
"Domy pracy twórczej 
Creative arts centres",II,489.0,6.0,2021,483.0
"Zespoły domków turystycznych 
Complexes of tourist cottages",II,1906.0,0.0,2021,1906.0
"Kempingi 
Camping sites",II,185.0,6.0,2021,179.0
"Pola biwakowe  
Tent camp sites",II,21.0,0.0,2021,21.0
"Hostele 
Hostels",II,15081.0,3419.0,2021,11662.0
"Zakłady uzdrowiskowe 
Health establishments",II,5734.0,44.0,2021,5690.0
"Pokoje gościnne 
Rooms for guests",II,20208.0,456.0,2021,19752.0
"Kwatery agroturystyczne 
Agrotourism lodgings",II,2213.0,190.0,2021,2023.0
"Pozostałe niesklasyfikowane 
Other not classified",II,12393.0,835.0,2021,11558.0
O G Ó Ł E M                       2020           ,III,881365.0,0.0,2021,881365.0
T O T A L                            2021         ,III,651958.0,0.0,2021,651958.0
"Obiekty hotelowe 
Hotels and similar establishments",III,545165.0,44116.0,2021,501049.0
"Hotele 
Hotels",III,474850.0,40764.0,2021,434086.0
"Motele  
Motels",III,5538.0,0.0,2021,5538.0
"Pensjonaty 
Boarding house",III,10464.0,0.0,2021,10464.0
"Inne obiekty hotelowe 
Other hotel establishments",III,54313.0,2715.0,2021,51598.0
"Pozostałe obiekty noclegowe
Other establishments ",III,106793.0,0.0,2021,106793.0
"Domy wycieczkowe 
Excursion hostels",III,2126.0,927.0,2021,1199.0
"Schroniska 
Shelters",III,3805.0,42.0,2021,3763.0
"Schroniska młodzieżowe 
Youth shelters",III,799.0,120.0,2021,679.0
"Szkolne schroniska młodzieżowe
School youth shelters",III,2851.0,0.0,2021,2851.0
"Ośrodki wczasowe 
Holiday centres",III,16245.0,245.0,2021,16000.0
"Ośrodki kolonijne 
Holiday youth centres",III,163.0,8.0,2021,155.0
"Ośrodki szkoleniowo-wypoczynkowe 
Training-recreational centres",III,13644.0,334.0,2021,13310.0
"Domy pracy twórczej 
Creative arts centres",III,406.0,21.0,2021,385.0
"Zespoły domków turystycznych 
Complexes of tourist cottages",III,1988.0,0.0,2021,1988.0
"Kempingi 
Camping sites",III,255.0,17.0,2021,238.0
"Pola biwakowe  
Tent camp sites",III,12.0,0.0,2021,12.0
"Hostele 
Hostels",III,15630.0,3363.0,2021,12267.0
"Zakłady uzdrowiskowe 
Health establishments",III,20417.0,227.0,2021,20190.0
"Pokoje gościnne 
Rooms for guests",III,15123.0,546.0,2021,14577.0
"Kwatery agroturystyczne 
Agrotourism lodgings",III,2153.0,200.0,2021,1953.0
"Pozostałe niesklasyfikowane 
Other not classified",III,11176.0,719.0,2021,10457.0
O G Ó Ł E M                       2020           ,IV,86386.0,0.0,2021,86386.0
T O T A L                            2021         ,IV,379809.0,0.0,2021,379809.0
"Obiekty hotelowe 
Hotels and similar establishments",IV,306595.0,33225.0,2021,273370.0
"Hotele 
Hotels",IV,262348.0,30583.0,2021,231765.0
"Motele  
Motels",IV,5246.0,0.0,2021,5246.0
"Pensjonaty 
Boarding house",IV,5588.0,0.0,2021,5588.0
"Inne obiekty hotelowe 
Other hotel establishments",IV,33413.0,2166.0,2021,31247.0
"Pozostałe obiekty noclegowe
Other establishments ",IV,73214.0,0.0,2021,73214.0
"Domy wycieczkowe 
Excursion hostels",IV,307.0,32.0,2021,275.0
"Schroniska 
Shelters",IV,199.0,14.0,2021,185.0
"Schroniska młodzieżowe 
Youth shelters",IV,217.0,52.0,2021,165.0
"Szkolne schroniska młodzieżowe
School youth shelters",IV,1004.0,0.0,2021,1004.0
"Ośrodki wczasowe 
Holiday centres",IV,4955.0,89.0,2021,4866.0
"Ośrodki kolonijne 
Holiday youth centres",IV,241.0,10.0,2021,231.0
"Ośrodki szkoleniowo-wypoczynkowe 
Training-recreational centres",IV,6452.0,164.0,2021,6288.0
"Domy pracy twórczej 
Creative arts centres",IV,48.0,3.0,2021,45.0
"Zespoły domków turystycznych 
Complexes of tourist cottages",IV,2170.0,0.0,2021,2170.0
"Kempingi 
Camping sites",IV,257.0,4.0,2021,253.0
"Pola biwakowe  
Tent camp sites",IV,0.0,0.0,2021,0.0
"Hostele 
Hostels",IV,11363.0,3502.0,2021,7861.0
"Zakłady uzdrowiskowe 
Health establishments",IV,28268.0,185.0,2021,28083.0
"Pokoje gościnne 
Rooms for guests",IV,9168.0,508.0,2021,8660.0
"Kwatery agroturystyczne 
Agrotourism lodgings",IV,2011.0,148.0,2021,1863.0
"Pozostałe niesklasyfikowane 
Other not classified",IV,6554.0,662.0,2021,5892.0
O G Ó Ł E M                       2020           ,V,387177.0,0.0,2021,387177.0
T O T A L                            2021         ,V,1101217.0,0.0,2021,1101217.0
"Obiekty hotelowe 
Hotels and similar establishments",V,841592.0,71410.0,2021,770182.0
"Hotele 
Hotels",V,721052.0,65217.0,2021,655835.0
"Motele  
Motels",V,7478.0,0.0,2021,7478.0
"Pensjonaty 
Boarding house",V,20078.0,0.0,2021,20078.0
"Inne obiekty hotelowe 
Other hotel establishments",V,92984.0,4878.0,2021,88106.0
"Pozostałe obiekty noclegowe
Other establishments ",V,259625.0,0.0,2021,259625.0
"Domy wycieczkowe 
Excursion hostels",V,1934.0,71.0,2021,1863.0
"Schroniska 
Shelters",V,5403.0,36.0,2021,5367.0
"Schroniska młodzieżowe 
Youth shelters",V,1419.0,154.0,2021,1265.0
"Szkolne schroniska młodzieżowe
School youth shelters",V,5292.0,0.0,2021,5292.0
"Ośrodki wczasowe 
Holiday centres",V,66611.0,892.0,2021,65719.0
"Ośrodki kolonijne 
Holiday youth centres",V,1679.0,14.0,2021,1665.0
"Ośrodki szkoleniowo-wypoczynkowe 
Training-recreational centres",V,34536.0,418.0,2021,34118.0
"Domy pracy twórczej 
Creative arts centres",V,1321.0,21.0,2021,1300.0
"Zespoły domków turystycznych 
Complexes of tourist cottages",V,12620.0,0.0,2021,12620.0
"Kempingi 
Camping sites",V,6981.0,494.0,2021,6487.0
"Pola biwakowe  
Tent camp sites",V,1725.0,0.0,2021,1725.0
"Hostele 
Hostels",V,25178.0,5072.0,2021,20106.0
"Zakłady uzdrowiskowe 
Health establishments",V,41814.0,363.0,2021,41451.0
"Pokoje gościnne 
Rooms for guests",V,27068.0,722.0,2021,26346.0
"Kwatery agroturystyczne 
Agrotourism lodgings",V,5627.0,181.0,2021,5446.0
"Pozostałe niesklasyfikowane 
Other not classified",V,20417.0,1109.0,2021,19308.0
O G Ó Ł E M                       2020           ,VI,1314252.0,0.0,2021,1314252.0
T O T A L                            2021         ,VI,2252173.0,0.0,2021,2252173.0
"Obiekty hotelowe 
Hotels and similar establishments",VI,1575498.0,144345.0,2021,1431153.0
"Hotele 
Hotels",VI,1341762.0,131116.0,2021,1210646.0
"Motele  
Motels",VI,10722.0,0.0,2021,10722.0
"Pensjonaty 
Boarding house",VI,43558.0,0.0,2021,43558.0
"Inne obiekty hotelowe 
Other hotel establishments",VI,179456.0,10495.0,2021,168961.0
"Pozostałe obiekty noclegowe
Other establishments ",VI,676675.0,0.0,2021,676675.0
"Domy wycieczkowe 
Excursion hostels",VI,3787.0,67.0,2021,3720.0
"Schroniska 
Shelters",VI,12676.0,117.0,2021,12559.0
"Schroniska młodzieżowe 
Youth shelters",VI,3223.0,201.0,2021,3022.0
"Szkolne schroniska młodzieżowe
School youth shelters",VI,16875.0,0.0,2021,16875.0
"Ośrodki wczasowe 
Holiday centres",VI,208700.0,3224.0,2021,205476.0
"Ośrodki kolonijne 
Holiday youth centres",VI,13901.0,13.0,2021,13888.0
"Ośrodki szkoleniowo-wypoczynkowe 
Training-recreational centres",VI,85267.0,958.0,2021,84309.0
"Domy pracy twórczej 
Creative arts centres",VI,4004.0,51.0,2021,3953.0
"Zespoły domków turystycznych 
Complexes of tourist cottages",VI,50405.0,0.0,2021,50405.0
"Kempingi 
Camping sites",VI,34467.0,3305.0,2021,31162.0
"Pola biwakowe  
Tent camp sites",VI,10473.0,0.0,2021,10473.0
"Hostele 
Hostels",VI,36947.0,6934.0,2021,30013.0
"Zakłady uzdrowiskowe 
Health establishments",VI,70130.0,1331.0,2021,68799.0
"Pokoje gościnne 
Rooms for guests",VI,67372.0,1735.0,2021,65637.0
"Kwatery agroturystyczne 
Agrotourism lodgings",VI,12414.0,294.0,2021,12120.0
"Pozostałe niesklasyfikowane 
Other not classified",VI,46034.0,2455.0,2021,43579.0
O G Ó Ł E M                       2020           ,VII,2711895.0,0.0,2021,2711895.0
T O T A L                            2021         ,VII,3592764.0,0.0,2021,3592764.0
"Obiekty hotelowe 
Hotels and similar establishments",VII,2300956.0,289252.0,2021,2011704.0
"Hotele 
Hotels",VII,1937607.0,262696.0,2021,1674911.0
"Motele  
Motels",VII,14191.0,0.0,2021,14191.0
"Pensjonaty 
Boarding house",VII,71638.0,0.0,2021,71638.0
"Inne obiekty hotelowe 
Other hotel establishments",VII,277520.0,22141.0,2021,255379.0
"Pozostałe obiekty noclegowe
Other establishments ",VII,1291808.0,0.0,2021,1291808.0
"Domy wycieczkowe 
Excursion hostels",VII,6830.0,143.0,2021,6687.0
"Schroniska 
Shelters",VII,21476.0,329.0,2021,21147.0
"Schroniska młodzieżowe 
Youth shelters",VII,4817.0,364.0,2021,4453.0
"Szkolne schroniska młodzieżowe
School youth shelters",VII,27948.0,0.0,2021,27948.0
"Ośrodki wczasowe 
Holiday centres",VII,372837.0,8423.0,2021,364414.0
"Ośrodki kolonijne 
Holiday youth centres",VII,31142.0,28.0,2021,31114.0
"Ośrodki szkoleniowo-wypoczynkowe 
Training-recreational centres",VII,141663.0,2539.0,2021,139124.0
"Domy pracy twórczej 
Creative arts centres",VII,5562.0,109.0,2021,5453.0
"Zespoły domków turystycznych 
Complexes of tourist cottages",VII,115516.0,0.0,2021,115516.0
"Kempingi 
Camping sites",VII,96872.0,17885.0,2021,78987.0
"Pola biwakowe  
Tent camp sites",VII,40815.0,0.0,2021,40815.0
"Hostele 
Hostels",VII,55555.0,10130.0,2021,45425.0
"Zakłady uzdrowiskowe 
Health establishments",VII,85231.0,4154.0,2021,81077.0
"Pokoje gościnne 
Rooms for guests",VII,176044.0,5966.0,2021,170078.0
"Kwatery agroturystyczne 
Agrotourism lodgings",VII,24972.0,573.0,2021,24399.0
"Pozostałe niesklasyfikowane 
Other not classified",VII,84528.0,5858.0,2021,78670.0
O G Ó Ł E M                       2020           ,VIII,3208081.0,0.0,2021,3208081.0
T O T A L                            2021         ,VIII,3854142.0,0.0,2021,3854142.0
"Obiekty hotelowe 
Hotels and similar establishments",VIII,2579145.0,357475.0,2021,2221670.0
"Hotele 
Hotels",VIII,2197186.0,326206.0,2021,1870980.0
"Motele  
Motels",VIII,15775.0,0.0,2021,15775.0
"Pensjonaty 
Boarding house",VIII,76987.0,0.0,2021,76987.0
"Inne obiekty hotelowe 
Other hotel establishments",VIII,289197.0,26275.0,2021,262922.0
"Pozostałe obiekty noclegowe
Other establishments ",VIII,1274997.0,0.0,2021,1274997.0
"Domy wycieczkowe 
Excursion hostels",VIII,7529.0,105.0,2021,7424.0
"Schroniska 
Shelters",VIII,23468.0,426.0,2021,23042.0
"Schroniska młodzieżowe 
Youth shelters",VIII,5646.0,582.0,2021,5064.0
"Szkolne schroniska młodzieżowe
School youth shelters",VIII,28435.0,0.0,2021,28435.0
"Ośrodki wczasowe 
Holiday centres",VIII,367151.0,8828.0,2021,358323.0
"Ośrodki kolonijne 
Holiday youth centres",VIII,26112.0,41.0,2021,26071.0
"Ośrodki szkoleniowo-wypoczynkowe 
Training-recreational centres",VIII,141597.0,3216.0,2021,138381.0
"Domy pracy twórczej 
Creative arts centres",VIII,6138.0,160.0,2021,5978.0
"Zespoły domków turystycznych 
Complexes of tourist cottages",VIII,106991.0,0.0,2021,106991.0
"Kempingi 
Camping sites",VIII,83819.0,19317.0,2021,64502.0
"Pola biwakowe  
Tent camp sites",VIII,32115.0,0.0,2021,32115.0
"Hostele 
Hostels",VIII,61279.0,10928.0,2021,50351.0
"Zakłady uzdrowiskowe 
Health establishments",VIII,90571.0,4564.0,2021,86007.0
"Pokoje gościnne 
Rooms for guests",VIII,174157.0,6353.0,2021,167804.0
"Kwatery agroturystyczne 
Agrotourism lodgings",VIII,25197.0,681.0,2021,24516.0
"Pozostałe niesklasyfikowane 
Other not classified",VIII,94792.0,6810.0,2021,87982.0
O G Ó Ł E M                       2020           ,IX,2194007.0,0.0,2021,2194007.0
T O T A L                            2021         ,IX,2994328.0,0.0,2021,2994328.0
"Obiekty hotelowe 
Hotels and similar establishments",IX,2297640.0,316872.0,2021,1980768.0
"Hotele 
Hotels",IX,2000557.0,291263.0,2021,1709294.0
"Motele  
Motels",IX,14087.0,0.0,2021,14087.0
"Pensjonaty 
Boarding house",IX,53805.0,0.0,2021,53805.0
"Inne obiekty hotelowe 
Other hotel establishments",IX,229191.0,21108.0,2021,208083.0
"Pozostałe obiekty noclegowe
Other establishments ",IX,696688.0,0.0,2021,696688.0
"Domy wycieczkowe 
Excursion hostels",IX,6453.0,135.0,2021,6318.0
"Schroniska 
Shelters",IX,20214.0,171.0,2021,20043.0
"Schroniska młodzieżowe 
Youth shelters",IX,4484.0,491.0,2021,3993.0
"Szkolne schroniska młodzieżowe
School youth shelters",IX,18613.0,0.0,2021,18613.0
"Ośrodki wczasowe 
Holiday centres",IX,196870.0,7165.0,2021,189705.0
"Ośrodki kolonijne 
Holiday youth centres",IX,10095.0,12.0,2021,10083.0
"Ośrodki szkoleniowo-wypoczynkowe 
Training-recreational centres",IX,99062.0,2439.0,2021,96623.0
"Domy pracy twórczej 
Creative arts centres",IX,5754.0,118.0,2021,5636.0
"Zespoły domków turystycznych 
Complexes of tourist cottages",IX,36311.0,0.0,2021,36311.0
"Kempingi 
Camping sites",IX,16953.0,5360.0,2021,11593.0
"Pola biwakowe  
Tent camp sites",IX,3391.0,0.0,2021,3391.0
"Hostele 
Hostels",IX,55933.0,10766.0,2021,45167.0
"Zakłady uzdrowiskowe 
Health establishments",IX,79635.0,3463.0,2021,76172.0
"Pokoje gościnne 
Rooms for guests",IX,75389.0,4338.0,2021,71051.0
"Kwatery agroturystyczne 
Agrotourism lodgings",IX,12475.0,808.0,2021,11667.0
"Pozostałe niesklasyfikowane 
Other not classified",IX,55056.0,5423.0,2021,49633.0
O G Ó Ł E M                       2020           ,X,1363224.0,0.0,2021,1363224.0
T O T A L                            2021         ,X,2661755.0,0.0,2021,2661755.0
"Obiekty hotelowe 
Hotels and similar establishments",X,2177111.0,342017.0,2021,1835094.0
"Hotele 
Hotels",X,1921802.0,314711.0,2021,1607091.0
"Motele  
Motels",X,13474.0,0.0,2021,13474.0
"Pensjonaty 
Boarding house",X,41696.0,0.0,2021,41696.0
"Inne obiekty hotelowe 
Other hotel establishments",X,200139.0,23423.0,2021,176716.0
"Pozostałe obiekty noclegowe
Other establishments ",X,484644.0,0.0,2021,484644.0
"Domy wycieczkowe 
Excursion hostels",X,5539.0,183.0,2021,5356.0
"Schroniska 
Shelters",X,18607.0,323.0,2021,18284.0
"Schroniska młodzieżowe 
Youth shelters",X,5266.0,507.0,2021,4759.0
"Szkolne schroniska młodzieżowe
School youth shelters",X,19383.0,0.0,2021,19383.0
"Ośrodki wczasowe 
Holiday centres",X,106294.0,7414.0,2021,98880.0
"Ośrodki kolonijne 
Holiday youth centres",X,4515.0,8.0,2021,4507.0
"Ośrodki szkoleniowo-wypoczynkowe 
Training-recreational centres",X,71285.0,2276.0,2021,69009.0
"Domy pracy twórczej 
Creative arts centres",X,3708.0,57.0,2021,3651.0
"Zespoły domków turystycznych 
Complexes of tourist cottages",X,10902.0,0.0,2021,10902.0
"Kempingi 
Camping sites",X,4070.0,831.0,2021,3239.0
"Pola biwakowe  
Tent camp sites",X,209.0,0.0,2021,209.0
"Hostele 
Hostels",X,54156.0,11559.0,2021,42597.0
"Zakłady uzdrowiskowe 
Health establishments",X,79902.0,3459.0,2021,76443.0
"Pokoje gościnne 
Rooms for guests",X,51604.0,4832.0,2021,46772.0
"Kwatery agroturystyczne 
Agrotourism lodgings",X,7842.0,536.0,2021,7306.0
"Pozostałe niesklasyfikowane 
Other not classified",X,41362.0,5090.0,2021,36272.0
O G Ó Ł E M                       2020           ,XI,586655.0,0.0,2021,586655.0
T O T A L                            2021         ,XI,2016846.0,0.0,2021,2016846.0
"Obiekty hotelowe 
Hotels and similar establishments",XI,1704564.0,273140.0,2021,1431424.0
"Hotele 
Hotels",XI,1512686.0,253930.0,2021,1258756.0
"Motele  
Motels",XI,11210.0,0.0,2021,11210.0
"Pensjonaty 
Boarding house",XI,29087.0,0.0,2021,29087.0
"Inne obiekty hotelowe 
Other hotel establishments",XI,151581.0,16230.0,2021,135351.0
"Pozostałe obiekty noclegowe
Other establishments ",XI,312282.0,0.0,2021,312282.0
"Domy wycieczkowe 
Excursion hostels",XI,2954.0,165.0,2021,2789.0
"Schroniska 
Shelters",XI,10477.0,122.0,2021,10355.0
"Schroniska młodzieżowe 
Youth shelters",XI,3248.0,365.0,2021,2883.0
"Szkolne schroniska młodzieżowe
School youth shelters",XI,12725.0,0.0,2021,12725.0
"Ośrodki wczasowe 
Holiday centres",XI,57288.0,2893.0,2021,54395.0
"Ośrodki kolonijne 
Holiday youth centres",XI,2684.0,9.0,2021,2675.0
"Ośrodki szkoleniowo-wypoczynkowe 
Training-recreational centres",XI,41999.0,1342.0,2021,40657.0
"Domy pracy twórczej 
Creative arts centres",XI,1986.0,52.0,2021,1934.0
"Zespoły domków turystycznych 
Complexes of tourist cottages",XI,4416.0,0.0,2021,4416.0
"Kempingi 
Camping sites",XI,1205.0,157.0,2021,1048.0
"Pola biwakowe  
Tent camp sites",XI,46.0,0.0,2021,46.0
"Hostele 
Hostels",XI,43641.0,11743.0,2021,31898.0
"Zakłady uzdrowiskowe 
Health establishments",XI,58282.0,1437.0,2021,56845.0
"Pokoje gościnne 
Rooms for guests",XI,36444.0,2792.0,2021,33652.0
"Kwatery agroturystyczne 
Agrotourism lodgings",XI,5001.0,351.0,2021,4650.0
"Pozostałe niesklasyfikowane 
Other not classified",XI,29886.0,3387.0,2021,26499.0
O G Ó Ł E M                       2020           ,XII,476050.0,0.0,2021,476050.0
T O T A L                            2021         ,XII,1783388.0,0.0,2021,1783388.0
"Obiekty hotelowe 
Hotels and similar establishments",XII,1513296.0,251974.0,2021,1261322.0
"Hotele 
Hotels",XII,1336768.0,232654.0,2021,1104114.0
"Motele  
Motels",XII,9774.0,0.0,2021,9774.0
"Pensjonaty 
Boarding house",XII,27572.0,0.0,2021,27572.0
"Inne obiekty hotelowe 
Other hotel establishments",XII,139182.0,16576.0,2021,122606.0
"Pozostałe obiekty noclegowe
Other establishments ",XII,270092.0,0.0,2021,270092.0
"Domy wycieczkowe 
Excursion hostels",XII,2499.0,166.0,2021,2333.0
"Schroniska 
Shelters",XII,10134.0,96.0,2021,10038.0
"Schroniska młodzieżowe 
Youth shelters",XII,1999.0,184.0,2021,1815.0
"Szkolne schroniska młodzieżowe
School youth shelters",XII,8841.0,0.0,2021,8841.0
"Ośrodki wczasowe 
Holiday centres",XII,53475.0,3052.0,2021,50423.0
"Ośrodki kolonijne 
Holiday youth centres",XII,1527.0,10.0,2021,1517.0
"Ośrodki szkoleniowo-wypoczynkowe 
Training-recreational centres",XII,33615.0,1736.0,2021,31879.0
"Domy pracy twórczej 
Creative arts centres",XII,1371.0,15.0,2021,1356.0
"Zespoły domków turystycznych 
Complexes of tourist cottages",XII,4953.0,0.0,2021,4953.0
"Kempingi 
Camping sites",XII,1189.0,88.0,2021,1101.0
"Pola biwakowe  
Tent camp sites",XII,57.0,0.0,2021,57.0
"Hostele 
Hostels",XII,40783.0,12515.0,2021,28268.0
"Zakłady uzdrowiskowe 
Health establishments",XII,37720.0,1677.0,2021,36043.0
"Pokoje gościnne 
Rooms for guests",XII,39869.0,3195.0,2021,36674.0
"Kwatery agroturystyczne 
Agrotourism lodgings",XII,5511.0,302.0,2021,5209.0
"Pozostałe niesklasyfikowane 
Other not classified",XII,26549.0,2938.0,2021,23611.0
O G Ó Ł E M                       2016           ,I,1712855.0,330477.0,2017,1382378.0
T O T A L                            2017            ,I,1847429.0,345765.0,2017,1501664.0
"Obiekty hotelowe 
Hotels and similar establishments",I,1475337.0,312740.0,2017,1162597.0
"Hotele 
Hotels",I,1280092.0,288805.0,2017,991287.0
"Motele  
Motels",I,15219.0,0.0,2017,15219.0
"Pensjonaty 
Boarding house",I,38169.0,0.0,2017,38169.0
"Inne obiekty hotelowe 
Other hotel facilities",I,141857.0,18569.0,2017,123288.0
"Pozostałe obiekty noclegowe
Other facilities ",I,372092.0,0.0,2017,372092.0
"Domy wycieczkowe 
Excursion hostels",I,5101.0,227.0,2017,4874.0
"Schroniska 
Shelters",I,12527.0,189.0,2017,12338.0
"Schroniska młodzieżowe 
Youth hostels",I,4685.0,484.0,2017,4201.0
"Szkolne schroniska młodzieżowe
School youth hostels",I,18214.0,0.0,2017,18214.0
"Ośrodki wczasowe 
Holiday centres",I,68424.0,3775.0,2017,64649.0
"Ośrodki kolonijne 
Holiday youth centers",I,3890.0,0.0,2017,3890.0
"Ośrodki szkoleniowo-wypoczynkowe 
Training-recreational centres",I,52574.0,2927.0,2017,49647.0
"Domy pracy twórczej 
Creative arts centres",I,1835.0,49.0,2017,1786.0
"Zespoły domków turystycznych 
Complexes of tourist cottages",I,4646.0,0.0,2017,4646.0
"Kempingi 
Camping sites",I,485.0,123.0,2017,362.0
"Pola biwakowe  
Tent camp sites",I,10.0,0.0,2017,10.0
"Hostele 
Hostels",I,40229.0,12650.0,2017,27579.0
"Zakłady uzdrowiskowe 
Health establishments",I,61236.0,1869.0,2017,59367.0
"Pokoje gościnne 
Rooms for guests",I,45345.0,3838.0,2017,41507.0
"Kwatery agroturystyczne 
Agrotourism lodgings",I,6266.0,358.0,2017,5908.0
"Pozostałe niesklasyfikowane 
Other not classified",I,46625.0,4412.0,2017,42213.0
O G Ó Ł E M                       2016           ,II,1820325.0,322770.0,2017,1497555.0
T O T A L                            2017            ,II,1907901.0,340714.0,2017,1567187.0
"Obiekty hotelowe 
Hotels and similar establishments",II,1524688.0,307709.0,2017,1216979.0
"Hotele 
Hotels",II,1325323.0,283711.0,2017,1041612.0
"Motele  
Motels",II,14533.0,0.0,2017,14533.0
"Pensjonaty 
Boarding house",II,38979.0,0.0,2017,38979.0
"Inne obiekty hotelowe 
Other hotel facilities",II,145853.0,18975.0,2017,126878.0
"Pozostałe obiekty noclegowe
Other facilities ",II,383213.0,0.0,2017,383213.0
"Domy wycieczkowe 
Excursion hostels",II,5227.0,406.0,2017,4821.0
"Schroniska 
Shelters",II,13059.0,304.0,2017,12755.0
"Schroniska młodzieżowe 
Youth hostels",II,5196.0,791.0,2017,4405.0
"Szkolne schroniska młodzieżowe
School youth hostels",II,18283.0,0.0,2017,18283.0
"Ośrodki wczasowe 
Holiday centres",II,75593.0,4369.0,2017,71224.0
"Ośrodki kolonijne 
Holiday youth centers",II,4690.0,0.0,2017,4690.0
"Ośrodki szkoleniowo-wypoczynkowe 
Training-recreational centres",II,55577.0,2597.0,2017,52980.0
