Rodzaj_obiektu,Miesiac,Turyści_Ogółem,Turyści_Zagraniczni,Rok,Turyści_Krajowi
"Hostele
Hostels",X,78256.0,25614.0,2024,52642.0
"Zakłady uzdrowiskowe
Health establishments",X,74679.0,2035.0,2024,72644.0
"Pokoje gościnne
Rooms for guests",X,131966.0,29234.0,2024,102732.0
"Kwatery agroturystyczne
Agrotourism lodgings",X,9478.0,462.0,2024,9016.0
"Pozostałe niesklasyfikowane
Other not classified",X,54473.0,10067.0,2024,44406.0
OGÓŁEM    2023     ,XI,2526391.0,499018.0,2024,2027373.0
TOTAL       2024,XI,2931372.0,574481.0,2024,2356891.0
"Obiekty hotelowe 
Hotels and similar establishments",XI,2465059.0,512983.0,2024,1952076.0
"Hotele
Hotels",XI,2168053.0,465446.0,2024,1702607.0
"Motele
Motels",XI,14273.0,1931.0,2024,12342.0
"Pensjonaty
Boarding houses",XI,32847.0,3768.0,2024,29079.0
"Inne obiekty hotelowe
Other hotel establishments",XI,249886.0,41838.0,2024,208048.0
"Pozostałe obiekty noclegowe
Other establishments ",XI,466313.0,61498.0,2024,404815.0
"Domy wycieczkowe
Excursion hostels",XI,3225.0,274.0,2024,2951.0
"Schroniska
Shelters",XI,10935.0,196.0,2024,10739.0
"Schroniska młodzieżowe
Youth shelters",XI,4414.0,924.0,2024,3490.0
"Szkolne schroniska młodzieżowe
School youth shelters",XI,12119.0,991.0,2024,11128.0
"Ośrodki wczasowe
Holiday centres",XI,70177.0,6088.0,2024,64089.0
"Ośrodki kolonijne
Holiday youth centres",XI,1736.0,24.0,2024,1712.0
"Ośrodki szkoleniowo-wypoczynkowe
Training-recreational centres",XI,52682.0,1969.0,2024,50713.0
"Domy pracy twórczej
Creative arts centres",XI,1850.0,26.0,2024,1824.0
"Zespoły domków turystycznych
Complexes of tourist cottages",XI,14853.0,1028.0,2024,13825.0
"Kempingi
Camping sites",XI,2183.0,219.0,2024,1964.0
"Pola biwakowe
Tent camp sites",XI,248.0,145.0,2024,103.0
"Hostele
Hostels",XI,61542.0,23057.0,2024,38485.0
"Zakłady uzdrowiskowe
Health establishments",XI,66859.0,1186.0,2024,65673.0
"Pokoje gościnne
Rooms for guests",XI,110074.0,19062.0,2024,91012.0
"Kwatery agroturystyczne
Agrotourism lodgings",XI,6216.0,430.0,2024,5786.0
"Pozostałe niesklasyfikowane
Other not classified",XI,47200.0,5879.0,2024,41321.0
OGÓŁEM    2023     ,XII,2472961.0,548313.0,2024,1924648.0
TOTAL       2024,XII,2812809.0,661282.0,2024,2151527.0
"Obiekty hotelowe 
Hotels and similar establishments",XII,2366204.0,589998.0,2024,1776206.0
"Hotele
Hotels",XII,2073625.0,530889.0,2024,1542736.0
"Motele
Motels",XII,12462.0,1813.0,2024,10649.0
"Pensjonaty
Boarding houses",XII,33214.0,4742.0,2024,28472.0
"Inne obiekty hotelowe
Other hotel establishments",XII,246903.0,52554.0,2024,194349.0
"Pozostałe obiekty noclegowe
Other establishments ",XII,446605.0,71284.0,2024,375321.0
"Domy wycieczkowe
Excursion hostels",XII,1514.0,275.0,2024,1239.0
"Schroniska
Shelters",XII,11303.0,194.0,2024,11109.0
"Schroniska młodzieżowe
Youth shelters",XII,3413.0,656.0,2024,2757.0
"Szkolne schroniska młodzieżowe
School youth shelters",XII,11124.0,992.0,2024,10132.0
"Ośrodki wczasowe
Holiday centres",XII,63635.0,5222.0,2024,58413.0
"Ośrodki kolonijne
Holiday youth centres",XII,813.0,22.0,2024,791.0
"Ośrodki szkoleniowo-wypoczynkowe
Training-recreational centres",XII,45082.0,2938.0,2024,42144.0
"Domy pracy twórczej
Creative arts centres",XII,2031.0,24.0,2024,2007.0
"Zespoły domków turystycznych
Complexes of tourist cottages",XII,18354.0,1291.0,2024,17063.0
"Kempingi
Camping sites",XII,1567.0,177.0,2024,1390.0
"Pola biwakowe
Tent camp sites",XII,365.0,172.0,2024,193.0
"Hostele
Hostels",XII,69701.0,25050.0,2024,44651.0
"Zakłady uzdrowiskowe
Health establishments",XII,48040.0,1342.0,2024,46698.0
"Pokoje gościnne
Rooms for guests",XII,123813.0,25782.0,2024,98031.0
"Kwatery agroturystyczne
Agrotourism lodgings",XII,5475.0,427.0,2024,5048.0
"Pozostałe niesklasyfikowane
Other not classified",XII,40375.0,6720.0,2024,33655.0
O G Ó Ł E M                       2019           ,I,2124118.0,390285.0,2020,1733833.0
T O T A L                            2020          ,I,2291506.0,0.0,2020,2291506.0
"Obiekty hotelowe 
Hotels and similar establishments",I,1843783.0,389338.0,2020,1454445.0
"Hotele 
Hotels",I,1601227.0,356058.0,2020,1245169.0
"Motele  
Motels",I,14004.0,0.0,2020,14004.0
"Pensjonaty 
Boarding house",I,43169.0,0.0,2020,43169.0
"Inne obiekty hotelowe 
Other hotel establishments",I,185383.0,27020.0,2020,158363.0
"Pozostałe obiekty noclegowe
Other establishments ",I,447723.0,0.0,2020,447723.0
"Domy wycieczkowe 
Excursion hostels",I,5202.0,308.0,2020,4894.0
"Schroniska 
Shelters",I,15129.0,243.0,2020,14886.0
"Schroniska młodzieżowe 
Youth shelters",I,4416.0,755.0,2020,3661.0
"Szkolne schroniska młodzieżowe
School youth shelters",I,17967.0,0.0,2020,17967.0
"Ośrodki wczasowe 
Holiday centres",I,83230.0,4521.0,2020,78709.0
"Ośrodki kolonijne 
Holiday youth centres",I,3759.0,11.0,2020,3748.0
"Ośrodki szkoleniowo-wypoczynkowe 
Training-recreational centres",I,57033.0,1732.0,2020,55301.0
"Domy pracy twórczej 
Creative arts centres",I,1699.0,43.0,2020,1656.0
"Zespoły domków turystycznych 
Complexes of tourist cottages",I,5694.0,0.0,2020,5694.0
"Kempingi 
Camping sites",I,434.0,107.0,2020,327.0
"Pola biwakowe  
Tent camp sites",I,117.0,0.0,2020,117.0
"Hostele 
Hostels",I,55276.0,18082.0,2020,37194.0
"Zakłady uzdrowiskowe 
Health establishments",I,74436.0,2174.0,2020,72262.0
"Pokoje gościnne 
Rooms for guests",I,67473.0,7115.0,2020,60358.0
"Kwatery agroturystyczne 
Agrotourism lodgings",I,8133.0,360.0,2020,7773.0
"Pozostałe niesklasyfikowane 
Other not classified",I,47725.0,6295.0,2020,41430.0
O G Ó Ł E M                       2019           ,II,2187680.0,391469.0,2020,1796211.0
T O T A L                            2020          ,II,2378371.0,0.0,2020,2378371.0
"Obiekty hotelowe 
Hotels and similar establishments",II,1919641.0,377313.0,2020,1542328.0
"Hotele 
Hotels",II,1670326.0,344429.0,2020,1325897.0
"Motele  
Motels",II,13002.0,0.0,2020,13002.0
"Pensjonaty 
Boarding house",II,43182.0,0.0,2020,43182.0
"Inne obiekty hotelowe 
Other hotel establishments",II,193131.0,27173.0,2020,165958.0
"Pozostałe obiekty noclegowe
Other establishments ",II,458730.0,0.0,2020,458730.0
"Domy wycieczkowe 
Excursion hostels",II,5974.0,320.0,2020,5654.0
"Schroniska 
Shelters",II,13191.0,204.0,2020,12987.0
"Schroniska młodzieżowe 
Youth shelters",II,4563.0,1014.0,2020,3549.0
"Szkolne schroniska młodzieżowe
School youth shelters",II,18212.0,0.0,2020,18212.0
"Ośrodki wczasowe 
Holiday centres",II,92979.0,5313.0,2020,87666.0
"Ośrodki kolonijne 
Holiday youth centres",II,4892.0,8.0,2020,4884.0
"Ośrodki szkoleniowo-wypoczynkowe 
Training-recreational centres",II,59251.0,1621.0,2020,57630.0
"Domy pracy twórczej 
Creative arts centres",II,2206.0,50.0,2020,2156.0
"Zespoły domków turystycznych 
Complexes of tourist cottages",II,4590.0,0.0,2020,4590.0
"Kempingi 
Camping sites",II,491.0,117.0,2020,374.0
"Pola biwakowe  
Tent camp sites",II,0.0,0.0,2020,0.0
"Hostele 
Hostels",II,53889.0,16502.0,2020,37387.0
"Zakłady uzdrowiskowe 
Health establishments",II,75563.0,3288.0,2020,72275.0
"Pokoje gościnne 
Rooms for guests",II,64074.0,5458.0,2020,58616.0
"Kwatery agroturystyczne 
Agrotourism lodgings",II,6843.0,299.0,2020,6544.0
"Pozostałe niesklasyfikowane 
Other not classified",II,52012.0,6924.0,2020,45088.0
O G Ó Ł E M                       2019           ,III,2401899.0,515881.0,2020,1886018.0
T O T A L                            2020          ,III,881365.0,0.0,2020,881365.0
"Obiekty hotelowe 
Hotels and similar establishments",III,721199.0,140292.0,2020,580907.0
"Hotele 
Hotels",III,629329.0,126620.0,2020,502709.0
"Motele  
Motels",III,6037.0,0.0,2020,6037.0
"Pensjonaty 
Boarding house",III,12546.0,0.0,2020,12546.0
"Inne obiekty hotelowe 
Other hotel establishments",III,73287.0,12069.0,2020,61218.0
"Pozostałe obiekty noclegowe
Other establishments ",III,160166.0,0.0,2020,160166.0
"Domy wycieczkowe 
Excursion hostels",III,2323.0,92.0,2020,2231.0
"Schroniska 
Shelters",III,3332.0,151.0,2020,3181.0
"Schroniska młodzieżowe 
Youth shelters",III,1618.0,478.0,2020,1140.0
"Szkolne schroniska młodzieżowe
School youth shelters",III,5025.0,0.0,2020,5025.0
"Ośrodki wczasowe 
Holiday centres",III,22885.0,1904.0,2020,20981.0
"Ośrodki kolonijne 
Holiday youth centres",III,1399.0,19.0,2020,1380.0
"Ośrodki szkoleniowo-wypoczynkowe 
Training-recreational centres",III,17559.0,636.0,2020,16923.0
"Domy pracy twórczej 
Creative arts centres",III,805.0,33.0,2020,772.0
"Zespoły domków turystycznych 
Complexes of tourist cottages",III,1377.0,0.0,2020,1377.0
"Kempingi 
Camping sites",III,296.0,57.0,2020,239.0
"Pola biwakowe  
Tent camp sites",III,58.0,0.0,2020,58.0
"Hostele 
Hostels",III,25377.0,7444.0,2020,17933.0
"Zakłady uzdrowiskowe 
Health establishments",III,37427.0,1318.0,2020,36109.0
"Pokoje gościnne 
Rooms for guests",III,18839.0,2345.0,2020,16494.0
"Kwatery agroturystyczne 
Agrotourism lodgings",III,2040.0,95.0,2020,1945.0
"Pozostałe niesklasyfikowane 
Other not classified",III,19806.0,2856.0,2020,16950.0
O G Ó Ł E M                       2019           ,IV,2460560.0,572335.0,2020,1888225.0
T O T A L                            2020          ,IV,86386.0,0.0,2020,86386.0
"Obiekty hotelowe 
Hotels and similar establishments",IV,74568.0,10264.0,2020,64304.0
"Hotele 
Hotels",IV,58860.0,8982.0,2020,49878.0
"Motele  
Motels",IV,1336.0,0.0,2020,1336.0
"Pensjonaty 
Boarding house",IV,1451.0,0.0,2020,1451.0
"Inne obiekty hotelowe 
Other hotel establishments",IV,12921.0,1207.0,2020,11714.0
"Pozostałe obiekty noclegowe
Other establishments ",IV,11818.0,0.0,2020,11818.0
"Domy wycieczkowe 
Excursion hostels",IV,44.0,1.0,2020,43.0
"Schroniska 
Shelters",IV,36.0,4.0,2020,32.0
"Schroniska młodzieżowe 
Youth shelters",IV,34.0,33.0,2020,1.0
"Szkolne schroniska młodzieżowe
School youth shelters",IV,182.0,0.0,2020,182.0
"Ośrodki wczasowe 
Holiday centres",IV,282.0,13.0,2020,269.0
"Ośrodki kolonijne 
Holiday youth centres",IV,7.0,7.0,2020,0.0
"Ośrodki szkoleniowo-wypoczynkowe 
Training-recreational centres",IV,884.0,148.0,2020,736.0
"Domy pracy twórczej 
Creative arts centres",IV,65.0,1.0,2020,64.0
"Zespoły domków turystycznych 
Complexes of tourist cottages",IV,351.0,0.0,2020,351.0
"Kempingi 
Camping sites",IV,47.0,0.0,2020,47.0
"Pola biwakowe  
Tent camp sites",IV,0.0,0.0,2020,0.0
"Hostele 
Hostels",IV,3486.0,681.0,2020,2805.0
"Zakłady uzdrowiskowe 
Health establishments",IV,200.0,0.0,2020,200.0
"Pokoje gościnne 
Rooms for guests",IV,2937.0,136.0,2020,2801.0
"Kwatery agroturystyczne 
Agrotourism lodgings",IV,836.0,37.0,2020,799.0
"Pozostałe niesklasyfikowane 
Other not classified",IV,2427.0,368.0,2020,2059.0
O G Ó Ł E M                       2019           ,V,3280645.0,678617.0,2020,2602028.0
T O T A L                            2020          ,V,387177.0,0.0,2020,387177.0
"Obiekty hotelowe 
Hotels and similar establishments",V,299843.0,17124.0,2020,282719.0
"Hotele 
Hotels",V,240891.0,14658.0,2020,226233.0
"Motele  
Motels",V,4163.0,0.0,2020,4163.0
"Pensjonaty 
Boarding house",V,9390.0,0.0,2020,9390.0
"Inne obiekty hotelowe 
Other hotel establishments",V,45399.0,2242.0,2020,43157.0
"Pozostałe obiekty noclegowe
Other establishments ",V,87334.0,0.0,2020,87334.0
"Domy wycieczkowe 
Excursion hostels",V,571.0,10.0,2020,561.0
"Schroniska 
Shelters",V,3248.0,22.0,2020,3226.0
"Schroniska młodzieżowe 
Youth shelters",V,549.0,65.0,2020,484.0
"Szkolne schroniska młodzieżowe
School youth shelters",V,1033.0,0.0,2020,1033.0
"Ośrodki wczasowe 
Holiday centres",V,21983.0,62.0,2020,21921.0
"Ośrodki kolonijne 
Holiday youth centres",V,258.0,3.0,2020,255.0
"Ośrodki szkoleniowo-wypoczynkowe 
Training-recreational centres",V,9716.0,170.0,2020,9546.0
"Domy pracy twórczej 
Creative arts centres",V,437.0,12.0,2020,425.0
"Zespoły domków turystycznych 
Complexes of tourist cottages",V,6486.0,0.0,2020,6486.0
"Kempingi 
Camping sites",V,2368.0,13.0,2020,2355.0
"Pola biwakowe  
Tent camp sites",V,620.0,0.0,2020,620.0
"Hostele 
Hostels",V,9429.0,1326.0,2020,8103.0
"Zakłady uzdrowiskowe 
Health establishments",V,2545.0,17.0,2020,2528.0
"Pokoje gościnne 
Rooms for guests",V,13866.0,215.0,2020,13651.0
"Kwatery agroturystyczne 
Agrotourism lodgings",V,3312.0,40.0,2020,3272.0
"Pozostałe niesklasyfikowane 
Other not classified",V,10913.0,670.0,2020,10243.0
O G Ó Ł E M                       2019           ,VI,3605839.0,725767.0,2020,2880072.0
T O T A L                            2020          ,VI,1314252.0,0.0,2020,1314252.0
"Obiekty hotelowe 
Hotels and similar establishments",VI,885741.0,68827.0,2020,816914.0
"Hotele 
Hotels",VI,724737.0,57728.0,2020,667009.0
"Motele  
Motels",VI,8209.0,0.0,2020,8209.0
"Pensjonaty 
Boarding house",VI,31790.0,0.0,2020,31790.0
"Inne obiekty hotelowe 
Other hotel establishments",VI,121005.0,9388.0,2020,111617.0
"Pozostałe obiekty noclegowe
Other establishments ",VI,428511.0,0.0,2020,428511.0
"Domy wycieczkowe 
Excursion hostels",VI,2699.0,62.0,2020,2637.0
"Schroniska 
Shelters",VI,11517.0,97.0,2020,11420.0
"Schroniska młodzieżowe 
Youth shelters",VI,1881.0,140.0,2020,1741.0
"Szkolne schroniska młodzieżowe
School youth shelters",VI,5366.0,0.0,2020,5366.0
"Ośrodki wczasowe 
Holiday centres",VI,144211.0,2589.0,2020,141622.0
"Ośrodki kolonijne 
Holiday youth centres",VI,6011.0,37.0,2020,5974.0
"Ośrodki szkoleniowo-wypoczynkowe 
Training-recreational centres",VI,50639.0,443.0,2020,50196.0
"Domy pracy twórczej 
Creative arts centres",VI,1722.0,38.0,2020,1684.0
"Zespoły domków turystycznych 
Complexes of tourist cottages",VI,38814.0,0.0,2020,38814.0
"Kempingi 
Camping sites",VI,21545.0,2043.0,2020,19502.0
"Pola biwakowe  
Tent camp sites",VI,7875.0,0.0,2020,7875.0
"Hostele 
Hostels",VI,22500.0,3217.0,2020,19283.0
"Zakłady uzdrowiskowe 
Health establishments",VI,30669.0,1102.0,2020,29567.0
"Pokoje gościnne 
Rooms for guests",VI,44089.0,932.0,2020,43157.0
"Kwatery agroturystyczne 
Agrotourism lodgings",VI,10401.0,228.0,2020,10173.0
"Pozostałe niesklasyfikowane 
Other not classified",VI,28572.0,1363.0,2020,27209.0
O G Ó Ł E M                       2019           ,VII,4059520.0,880451.0,2020,3179069.0
T O T A L                            2020          ,VII,2711895.0,0.0,2020,2711895.0
"Obiekty hotelowe 
Hotels and similar establishments",VII,1668967.0,223249.0,2020,1445718.0
"Hotele 
Hotels",VII,1368811.0,195183.0,2020,1173628.0
"Motele  
Motels",VII,13243.0,0.0,2020,13243.0
"Pensjonaty 
Boarding house",VII,66221.0,0.0,2020,66221.0
"Inne obiekty hotelowe 
Other hotel establishments",VII,220692.0,21928.0,2020,198764.0
"Pozostałe obiekty noclegowe
Other establishments ",VII,1042928.0,0.0,2020,1042928.0
"Domy wycieczkowe 
Excursion hostels",VII,7832.0,110.0,2020,7722.0
"Schroniska 
Shelters",VII,21130.0,411.0,2020,20719.0
"Schroniska młodzieżowe 
Youth shelters",VII,4094.0,291.0,2020,3803.0
"Szkolne schroniska młodzieżowe
School youth shelters",VII,17686.0,0.0,2020,17686.0
"Ośrodki wczasowe 
Holiday centres",VII,299339.0,9375.0,2020,289964.0
"Ośrodki kolonijne 
Holiday youth centres",VII,20654.0,20.0,2020,20634.0
"Ośrodki szkoleniowo-wypoczynkowe 
Training-recreational centres",VII,109318.0,1938.0,2020,107380.0
"Domy pracy twórczej 
Creative arts centres",VII,3441.0,111.0,2020,3330.0
"Zespoły domków turystycznych 
Complexes of tourist cottages",VII,103345.0,0.0,2020,103345.0
"Kempingi 
Camping sites",VII,84393.0,14965.0,2020,69428.0
"Pola biwakowe  
Tent camp sites",VII,43087.0,0.0,2020,43087.0
"Hostele 
Hostels",VII,41413.0,8384.0,2020,33029.0
"Zakłady uzdrowiskowe 
Health establishments",VII,63537.0,4503.0,2020,59034.0
"Pokoje gościnne 
Rooms for guests",VII,136519.0,5316.0,2020,131203.0
"Kwatery agroturystyczne 
Agrotourism lodgings",VII,23113.0,716.0,2020,22397.0
"Pozostałe niesklasyfikowane 
Other not classified",VII,64027.0,4768.0,2020,59259.0
O G Ó Ł E M                       2019           ,VIII,4319590.0,880577.0,2020,3439013.0
T O T A L                            2020          ,VIII,3208081.0,0.0,2020,3208081.0
"Obiekty hotelowe 
Hotels and similar establishments",VIII,2023074.0,258709.0,2020,1764365.0
"Hotele 
Hotels",VIII,1674540.0,227824.0,2020,1446716.0
"Motele  
Motels",VIII,13043.0,0.0,2020,13043.0
"Pensjonaty 
Boarding house",VIII,76884.0,0.0,2020,76884.0
"Inne obiekty hotelowe 
Other hotel establishments",VIII,258607.0,24997.0,2020,233610.0
"Pozostałe obiekty noclegowe
Other establishments ",VIII,1185007.0,0.0,2020,1185007.0
"Domy wycieczkowe 
Excursion hostels",VIII,7956.0,94.0,2020,7862.0
"Schroniska 
Shelters",VIII,23388.0,312.0,2020,23076.0
"Schroniska młodzieżowe 
Youth shelters",VIII,5003.0,375.0,2020,4628.0
"Szkolne schroniska młodzieżowe
School youth shelters",VIII,21617.0,0.0,2020,21617.0
"Ośrodki wczasowe 
Holiday centres",VIII,356308.0,10411.0,2020,345897.0
"Ośrodki kolonijne 
Holiday youth centres",VIII,20496.0,9.0,2020,20487.0
"Ośrodki szkoleniowo-wypoczynkowe 
Training-recreational centres",VIII,120931.0,1685.0,2020,119246.0
"Domy pracy twórczej 
Creative arts centres",VIII,4494.0,135.0,2020,4359.0
"Zespoły domków turystycznych 
Complexes of tourist cottages",VIII,108619.0,0.0,2020,108619.0
"Kempingi 
Camping sites",VIII,87798.0,14732.0,2020,73066.0
"Pola biwakowe  
Tent camp sites",VIII,47575.0,0.0,2020,47575.0
"Hostele 
Hostels",VIII,43633.0,8090.0,2020,35543.0
"Zakłady uzdrowiskowe 
Health establishments",VIII,76653.0,5748.0,2020,70905.0
"Pokoje gościnne 
Rooms for guests",VIII,159869.0,7518.0,2020,152351.0
"Kwatery agroturystyczne 
Agrotourism lodgings",VIII,24798.0,735.0,2020,24063.0
"Pozostałe niesklasyfikowane 
Other not classified",VIII,75869.0,5626.0,2020,70243.0
O G Ó Ł E M                       2019           ,IX,3347843.0,723657.0,2020,2624186.0
T O T A L                            2020          ,IX,2194007.0,0.0,2020,2194007.0
"Obiekty hotelowe 
Hotels and similar establishments",IX,1654919.0,220962.0,2020,1433957.0
"Hotele 
Hotels",IX,1408428.0,197476.0,2020,1210952.0
"Motele  
Motels",IX,12412.0,0.0,2020,12412.0
"Pensjonaty 
Boarding house",IX,49597.0,0.0,2020,49597.0
"Inne obiekty hotelowe 
Other hotel establishments",IX,184482.0,19078.0,2020,165404.0
"Pozostałe obiekty noclegowe
Other establishments ",IX,539088.0,0.0,2020,539088.0
"Domy wycieczkowe 
Excursion hostels",IX,3425.0,278.0,2020,3147.0
"Schroniska 
Shelters",IX,18935.0,310.0,2020,18625.0
"Schroniska młodzieżowe 
Youth shelters",IX,3737.0,310.0,2020,3427.0
"Szkolne schroniska młodzieżowe
School youth shelters",IX,12947.0,0.0,2020,12947.0
"Ośrodki wczasowe 
Holiday centres",IX,153517.0,6476.0,2020,147041.0
"Ośrodki kolonijne 
Holiday youth centres",IX,4706.0,3.0,2020,4703.0
"Ośrodki szkoleniowo-wypoczynkowe 
Training-recreational centres",IX,67459.0,1392.0,2020,66067.0
"Domy pracy twórczej 
Creative arts centres",IX,3292.0,113.0,2020,3179.0
"Zespoły domków turystycznych 
Complexes of tourist cottages",IX,29137.0,0.0,2020,29137.0
"Kempingi 
Camping sites",IX,16175.0,5273.0,2020,10902.0
"Pola biwakowe  
Tent camp sites",IX,4810.0,0.0,2020,4810.0
"Hostele 
Hostels",IX,37136.0,8008.0,2020,29128.0
"Zakłady uzdrowiskowe 
Health establishments",IX,58748.0,4246.0,2020,54502.0
"Pokoje gościnne 
Rooms for guests",IX,65432.0,2994.0,2020,62438.0
"Kwatery agroturystyczne 
Agrotourism lodgings",IX,10881.0,449.0,2020,10432.0
"Pozostałe niesklasyfikowane 
Other not classified",IX,48751.0,3928.0,2020,44823.0
O G Ó Ł E M                       2019           ,X,2987993.0,660998.0,2020,2326995.0
T O T A L                            2020          ,X,1363224.0,0.0,2020,1363224.0
"Obiekty hotelowe 
Hotels and similar establishments",X,1105405.0,150482.0,2020,954923.0
"Hotele 
Hotels",X,945976.0,134191.0,2020,811785.0
"Motele  
Motels",X,10061.0,0.0,2020,10061.0
"Pensjonaty 
Boarding house",X,25728.0,0.0,2020,25728.0
"Inne obiekty hotelowe 
Other hotel establishments",X,123640.0,13713.0,2020,109927.0
"Pozostałe obiekty noclegowe
Other establishments ",X,257819.0,0.0,2020,257819.0
"Domy wycieczkowe 
Excursion hostels",X,2445.0,134.0,2020,2311.0
"Schroniska 
Shelters",X,10165.0,198.0,2020,9967.0
"Schroniska młodzieżowe 
Youth shelters",X,2782.0,252.0,2020,2530.0
"Szkolne schroniska młodzieżowe
School youth shelters",X,8375.0,0.0,2020,8375.0
"Ośrodki wczasowe 
Holiday centres",X,52905.0,4229.0,2020,48676.0
"Ośrodki kolonijne 
Holiday youth centres",X,903.0,7.0,2020,896.0
"Ośrodki szkoleniowo-wypoczynkowe 
Training-recreational centres",X,35505.0,1156.0,2020,34349.0
"Domy pracy twórczej 
Creative arts centres",X,1811.0,71.0,2020,1740.0
"Zespoły domków turystycznych 
Complexes of tourist cottages",X,8764.0,0.0,2020,8764.0
"Kempingi 
Camping sites",X,2828.0,990.0,2020,1838.0
"Pola biwakowe  
Tent camp sites",X,628.0,0.0,2020,628.0
"Hostele 
Hostels",X,29261.0,6796.0,2020,22465.0
"Zakłady uzdrowiskowe 
Health establishments",X,40590.0,2392.0,2020,38198.0
"Pokoje gościnne 
Rooms for guests",X,30782.0,1421.0,2020,29361.0
"Kwatery agroturystyczne 
Agrotourism lodgings",X,5062.0,344.0,2020,4718.0
"Pozostałe niesklasyfikowane 
Other not classified",X,25013.0,2626.0,2020,22387.0
O G Ó Ł E M                       2019           ,XI,2596441.0,532689.0,2020,2063752.0
T O T A L                            2020          ,XI,586655.0,0.0,2020,586655.0
"Obiekty hotelowe 
Hotels and similar establishments",XI,512287.0,47557.0,2020,464730.0
"Hotele 
Hotels",XI,442093.0,43182.0,2020,398911.0
